i,cs_present,size,phylum
Lumbriclymenella,FALSE,3,Annelida
Lumbricomastus,FALSE,1,Annelida
Lumbriconereis,FALSE,5,Annelida
Lumbriculus,FALSE,1,Annelida
Lumbrinerides,FALSE,16,Annelida
Lumbrineriopsis,FALSE,6,Annelida
Lycastonereis,FALSE,1,Annelida
Lycoris,FALSE,7,Annelida
Lygdamis,FALSE,21,Annelida
Lysarete,FALSE,3,Annelida
Lysilla,FALSE,14,Annelida
Lysippe,FALSE,8,Annelida
Macellicephala,FALSE,27,Annelida
Macellicephaloides,FALSE,9,Annelida
Macelloides,FALSE,1,Annelida
Maclovia,FALSE,1,Annelida
Macquaridrilus,FALSE,1,Annelida
Macrochaeta,FALSE,12,Annelida
Macroclymene,FALSE,4,Annelida
Macroclymenella,FALSE,1,Annelida
Magelona,FALSE,70,Annelida
Mahesia,FALSE,1,Annelida
Malacoceros,FALSE,16,Annelida
Maldane,FALSE,18,Annelida
Maldanella,FALSE,12,Annelida
Malmgrenia,FALSE,16,Annelida
Malmgreniella,FALSE,27,Annelida
Mammiphitime,FALSE,2,Annelida
Manayunkia,FALSE,10,Annelida
Mandrocles,FALSE,1,Annelida
Mariansabellaria,FALSE,2,Annelida
Marionidrilus,FALSE,3,Annelida
Marsipobdella,FALSE,1,Annelida
Marycarmenia,FALSE,2,Annelida
Mastobranchus,FALSE,3,Annelida
Maupasia,FALSE,5,Annelida
Maxmuelleria,FALSE,5,Annelida
Mayella,FALSE,1,Annelida
Medioantenna,FALSE,2,Annelida
Mediomastus,FALSE,13,Annelida
Megadrilus,FALSE,3,Annelida
Megaliobdella,FALSE,1,Annelida
Meganerilla,FALSE,5,Annelida
Megasyllis,FALSE,14,Annelida
Meiodorvillea,FALSE,3,Annelida
Meiodrilus,FALSE,4,Annelida
Melaenis,FALSE,2,Annelida
Melinantipoda,FALSE,1,Annelida
Melinna,FALSE,25,Annelida
Melinnampharete,FALSE,3,Annelida
Melinnata,FALSE,1,Annelida
Melinnoides,FALSE,1,Annelida
Melinnopsides,FALSE,1,Annelida
Melinnopsis,FALSE,16,Annelida
Mesenchytraeus,FALSE,2,Annelida
Mesochaetopterus,FALSE,17,Annelida
Mesomyzostoma,FALSE,6,Annelida
Mesonerilla,FALSE,14,Annelida
Mesopothelepus,FALSE,1,Annelida
Metabonellia,FALSE,1,Annelida
Metalaeospira,FALSE,4,Annelida
Metasychis,FALSE,1,Annelida
Metavermilia,FALSE,15,Annelida
Metaxypsamma,FALSE,1,Annelida
Methanoaricia,FALSE,1,Annelida
Mexidrilus,FALSE,10,Annelida
Mexieulepis,FALSE,3,Annelida
Micospina,FALSE,1,Annelida
Microclymene,FALSE,5,Annelida
Microdorvillea,FALSE,2,Annelida
Micromaldane,FALSE,8,Annelida
Micronephthys,FALSE,15,Annelida
Micronereides,FALSE,1,Annelida
Micronereis,FALSE,10,Annelida
Micronerilla,FALSE,1,Annelida
Microphthalmus,FALSE,37,Annelida
Micropodarke,FALSE,2,Annelida
Microprotula,FALSE,1,Annelida
Microrbinia,FALSE,1,Annelida
Microspio,FALSE,19,Annelida
Milliganius,FALSE,2,Annelida
Minusculisquama,FALSE,1,Annelida
Miscellania,FALSE,1,Annelida
Mitinokuidrilus,FALSE,1,Annelida
Miura,FALSE,1,Annelida
Monocerina,FALSE,1,Annelida
Monopylephorus,FALSE,8,Annelida
Monroika,FALSE,1,Annelida
Mooreobdellina,FALSE,2,Annelida
Mooreonuphis,FALSE,23,Annelida
Morgana,FALSE,1,Annelida
Mucibregma,FALSE,1,Annelida
Murrindisyllis,FALSE,1,Annelida
Mustaquimsthenelais,FALSE,2,Annelida
Mycomyzostoma,FALSE,1,Annelida
Mylitta,FALSE,1,Annelida
Myriana,FALSE,1,Annelida
Myrianida,FALSE,35,Annelida
Myriochele,FALSE,20,Annelida
Myrioglobula,FALSE,4,Annelida
Myriowenia,FALSE,2,Annelida
Mysidobdella,FALSE,2,Annelida
Mysta,FALSE,7,Annelida
Mystides,FALSE,12,Annelida
Mytilidiphila,FALSE,2,Annelida
Myzobdella,FALSE,1,Annelida
Myzostoma,FALSE,151,Annelida
Naiades,FALSE,1,Annelida
Nais,FALSE,1,Annelida
Namalycastis,FALSE,14,Annelida
Namanereis,FALSE,8,Annelida
Naneva,FALSE,1,Annelida
Nans,FALSE,1,Annelida
Natopolynoe,FALSE,1,Annelida
Natsushima,FALSE,3,Annelida
Nautiliniella,FALSE,1,Annelida
Neanthes,FALSE,85,Annelida
Nectoneanthes,FALSE,2,Annelida
Nellobia,FALSE,1,Annelida
Neobylgides,FALSE,1,Annelida
Neodexiospira,FALSE,10,Annelida
Neoenchytraeus,FALSE,1,Annelida
Neogyptis,FALSE,12,Annelida
Neoheteromastus,FALSE,2,Annelida
Neohololepidella,FALSE,2,Annelida
Neolagisca,FALSE,1,Annelida
Neoleanira,FALSE,4,Annelida
Neoleprea,FALSE,10,Annelida
Neomediomastus,FALSE,2,Annelida
Neomicrorbis,FALSE,1,Annelida
Neonotomastus,FALSE,1,Annelida
Neopaiwa,FALSE,1,Annelida
Neopanthalis,FALSE,1,Annelida
Neopetitia,FALSE,3,Annelida
Neopolynoe,FALSE,4,Annelida
Neopsammolyce,FALSE,5,Annelida
Neopseudocapitella,FALSE,1,Annelida
Neosabellaria,FALSE,6,Annelida
Neosabellides,FALSE,4,Annelida
Neosamytha,FALSE,1,Annelida
Neotenotrocha,FALSE,1,Annelida
Neovermilia,FALSE,6,Annelida
Nephthys,FALSE,3,Annelida
Nephtys,FALSE,67,Annelida
Nereidavus,FALSE,2,Annelida
Nereilinum,FALSE,3,Annelida
Nereimyra,FALSE,4,Annelida
Nerilla,FALSE,11,Annelida
Nerillidium,FALSE,8,Annelida
Nerillidopsis,FALSE,1,Annelida
Nerine,FALSE,2,Annelida
Nerinides,FALSE,2,Annelida
Nicidion,FALSE,14,Annelida
Nicolea,FALSE,29,Annelida
Nicomache,FALSE,20,Annelida
Nicon,FALSE,9,Annelida
Nidificaria,FALSE,8,Annelida
Ninoe,FALSE,33,Annelida
Nipponophyllum,FALSE,1,Annelida
Noanelia,FALSE,2,Annelida
Nonatus,FALSE,1,Annelida
Nonparahalosydna,FALSE,1,Annelida
Nooralia,FALSE,1,Annelida
Nootkadrilus,FALSE,7,Annelida
Notalia,FALSE,1,Annelida
Notaulax,FALSE,18,Annelida
Nothis,FALSE,1,Annelida
Nothria,FALSE,21,Annelida
Notobdella,FALSE,1,Annelida
Notocirrus,FALSE,9,Annelida
Notodasus,FALSE,12,Annelida
Notomastus,FALSE,44,Annelida
Notopharyngoides,FALSE,1,Annelida
Notoproctus,FALSE,8,Annelida
Notopsilus,FALSE,1,Annelida
Notopygos,FALSE,21,Annelida
Notostomobdella,FALSE,1,Annelida
Notostomum,FALSE,2,Annelida
Nototheniobdella,FALSE,1,Annelida
Novafabricia,FALSE,11,Annelida
Nu,FALSE,1,Annelida
Nuchalosyllis,FALSE,2,Annelida
Nudisyllis,FALSE,4,Annelida
Oceanobdella,FALSE,8,Annelida
Ochetostoma,FALSE,29,Annelida
Octobranchus,FALSE,10,Annelida
Octocapitella,FALSE,1,Annelida
Octomagelona,FALSE,1,Annelida
Odontosyllis,FALSE,56,Annelida
Odysseus,FALSE,1,Annelida
Oenone,FALSE,2,Annelida
Olavius,FALSE,62,Annelida
Olgalepidonotus,FALSE,1,Annelida
Olganereis,FALSE,1,Annelida
Oligobrachia,FALSE,11,Annelida
Oligobregma,FALSE,12,Annelida
Oligognathus,FALSE,2,Annelida
Omphalopomopsis,FALSE,1,Annelida
Onuphis,FALSE,47,Annelida
Ophiodromus,FALSE,3,Annelida
Ophioglycera,FALSE,6,Annelida
Ophiuricola,FALSE,1,Annelida
Ophthalmonoe,FALSE,2,Annelida
Opisthodonta,FALSE,14,Annelida
Opisthopista,FALSE,1,Annelida
Opisthosyllis,FALSE,18,Annelida
Orbinia,FALSE,22,Annelida
Orbiniella,FALSE,19,Annelida
Orientobdella,FALSE,2,Annelida
Oriopsis,FALSE,32,Annelida
Orochi,FALSE,1,Annelida
Orseis,FALSE,4,Annelida
Orthoprionospio,FALSE,1,Annelida
Osedax,FALSE,26,Annelida
Ostreobdella,FALSE,2,Annelida
Othonia,FALSE,2,Annelida
Otopsis,FALSE,3,Annelida
Ougia,FALSE,2,Annelida
Oxydromus,FALSE,36,Annelida
Oxytonostoma,FALSE,1,Annelida
Ozobranchus,FALSE,3,Annelida
Pabits,FALSE,1,Annelida
Pachyprocerastea,FALSE,1,Annelida
Pacifidrilus,FALSE,3,Annelida
Paedampharete,FALSE,1,Annelida
Paiwa,FALSE,1,Annelida
Paleaequor,FALSE,3,Annelida
Paleanotus,FALSE,6,Annelida
Paleaquor,FALSE,1,Annelida
Pallasia,FALSE,1,Annelida
Palmyra,FALSE,1,Annelida
Palmyreuphrosyne,FALSE,2,Annelida
Palola,FALSE,14,Annelida
Palposyllis,FALSE,2,Annelida
Panoumethus,FALSE,1,Annelida
Panousea,FALSE,1,Annelida
Panthalis,FALSE,9,Annelida
Parabathynoe,FALSE,1,Annelida
Paracabira,FALSE,1,Annelida
Paracapitella,FALSE,1,Annelida
Parachloeia,FALSE,1,Annelida
Paradexiospira,FALSE,3,Annelida
Paradialychone,FALSE,16,Annelida
Paradiopatra,FALSE,37,Annelida
Paradoneis,FALSE,27,Annelida
Paradyte,FALSE,3,Annelida
Paraehlersia,FALSE,8,Annelida
Paraescarpia,FALSE,1,Annelida
Parafabricia,FALSE,2,Annelida
Paragattyana,FALSE,2,Annelida
Parahalosydna,FALSE,3,Annelida
Parahalosydnopsis,FALSE,3,Annelida
Parahaplosyllis,FALSE,2,Annelida
Parahesione,FALSE,1,Annelida
Parahololepidella,FALSE,1,Annelida
Paraidanthyrsus,FALSE,1,Annelida
Paraiospilus,FALSE,1,Annelida
Parakaketio,FALSE,1,Annelida
Paraktedrilus,FALSE,1,Annelida
Paralacydonia,FALSE,2,Annelida
Paralaeospira,FALSE,10,Annelida
Paralanice,FALSE,1,Annelida
Paralentia,FALSE,1,Annelida
Paraleonnates,FALSE,3,Annelida
Paralepidonotus,FALSE,5,Annelida
Paralvinella,FALSE,9,Annelida
Paramaldane,FALSE,1,Annelida
Paramarphysa,FALSE,1,Annelida
Parampharete,FALSE,1,Annelida
Paramphicteis,FALSE,4,Annelida
Paramphinome,FALSE,9,Annelida
Paramphitrite,FALSE,3,Annelida
Paramytha,FALSE,2,Annelida
Paranerilla,FALSE,2,Annelida
Paraninoe,FALSE,6,Annelida
Paranychia,FALSE,1,Annelida
Paraonella,FALSE,1,Annelida
Paraonides,FALSE,7,Annelida
Paraonis,FALSE,9,Annelida
Paraopisthosyllis,FALSE,10,Annelida
Paraorbiniella,FALSE,1,Annelida
Parapionosyllis,FALSE,18,Annelida
Parapodrilus,FALSE,2,Annelida
Parapolyeunoa,FALSE,1,Annelida
Paraprionospio,FALSE,5,Annelida
Paraproceraea,FALSE,1,Annelida
Paraprocerastea,FALSE,1,Annelida
Paraprotis,FALSE,2,Annelida
Parapterosyllis,FALSE,2,Annelida
Pararctonoella,FALSE,3,Annelida
Pararicia,FALSE,1,Annelida
Parasabella,FALSE,28,Annelida
Parasclerocheilus,FALSE,2,Annelida
Parasphaerosyllis,FALSE,5,Annelida
Parasyllidea,FALSE,1,Annelida
Parathelepus,FALSE,8,Annelida
Paratherochaeta,FALSE,3,Annelida
Paratyposyllis,FALSE,2,Annelida
Parautolytus,FALSE,1,Annelida
Paraxionice,FALSE,1,Annelida
Pareulagisca,FALSE,1,Annelida
Pareulepis,FALSE,2,Annelida
Pareurythoe,FALSE,10,Annelida
Parexogone,FALSE,11,Annelida
Parheteromastides,FALSE,1,Annelida
Parheteromastus,FALSE,1,Annelida
Parophryotrocha,FALSE,4,Annelida
Parougia,FALSE,11,Annelida
Paryndolacia,FALSE,1,Annelida
Paucibranchia,FALSE,19,Annelida
Paumotella,FALSE,1,Annelida
Paupidrilus,FALSE,1,Annelida
Pavelius,FALSE,2,Annelida
Paxtonia,FALSE,1,Annelida
Pectinodrilus,FALSE,14,Annelida
Pedinosoma,FALSE,2,Annelida
Peinaleopolynoe,FALSE,2,Annelida
Pelagobia,FALSE,2,Annelida
Pelagomacellicephala,FALSE,1,Annelida
Pelogenia,FALSE,14,Annelida
Peosidriloides,FALSE,2,Annelida
Peosidrilus,FALSE,13,Annelida
Peresiella,FALSE,4,Annelida
Perkinsiana,FALSE,15,Annelida
Perkinsyllis,FALSE,9,Annelida
Perolepis,FALSE,4,Annelida
Petaloproctus,FALSE,11,Annelida
Petersenaspis,FALSE,3,Annelida
Petrecca,FALSE,1,Annelida
Petrocha,FALSE,1,Annelida
Petta,FALSE,6,Annelida
Pettiboneia,FALSE,12,Annelida
Pettibonella,FALSE,2,Annelida
Pettibonesia,FALSE,1,Annelida
Phalacrophorus,FALSE,2,Annelida
Phalacrostemma,FALSE,12,Annelida
Phallodriloides,FALSE,5,Annelida
Phallodrilus,FALSE,1,Annelida
Pharyngocirrus,FALSE,12,Annelida
Pherecardia,FALSE,4,Annelida
Pherecardites,FALSE,2,Annelida
Pherusa,FALSE,42,Annelida
Phisidia,FALSE,8,Annelida
Pholadiphila,FALSE,1,Annelida
Pholoe,FALSE,18,Annelida
Pholoides,FALSE,5,Annelida
Photocharis,FALSE,1,Annelida
Phragmatopoma,FALSE,4,Annelida
Phyllampharete,FALSE,1,Annelida
Phyllamphicteis,FALSE,2,Annelida
Phyllantinoe,FALSE,1,Annelida
Phyllobdellina,FALSE,1,Annelida
Phyllochaetopterus,FALSE,20,Annelida
Phyllocomus,FALSE,6,Annelida
Phyllodocides,FALSE,1,Annelida
Phyllohartmania,FALSE,1,Annelida
Phyllosheila,FALSE,1,Annelida
Phylo,FALSE,12,Annelida
Pilargis,FALSE,12,Annelida
Pileolaria,FALSE,20,Annelida
Pillaiospira,FALSE,3,Annelida
Pinniphitime,FALSE,1,Annelida
Pionosyllis,FALSE,13,Annelida
Pirodriloides,FALSE,2,Annelida
Pirodrilus,FALSE,5,Annelida
Piromis,FALSE,16,Annelida
Piscicola,FALSE,3,Annelida
Pisione,FALSE,42,Annelida
Pisionella,FALSE,1,Annelida
Pisionidens,FALSE,5,Annelida
Pista,FALSE,76,Annelida
Pistella,FALSE,4,Annelida
Placostegus,FALSE,6,Annelida
Plakosyllis,FALSE,2,Annelida
Planicirrata,FALSE,1,Annelida
Platybdella,FALSE,5,Annelida
Platynereis,FALSE,31,Annelida
Pleijelius,FALSE,1,Annelida
Pleurobdella,FALSE,2,Annelida
Plotohelmis,FALSE,4,Annelida
Podarkeopsis,FALSE,10,Annelida
Podarmus,FALSE,1,Annelida
Poecilochaetus,FALSE,32,Annelida
Poeobius,FALSE,1,Annelida
Polarsternium,FALSE,5,Annelida
Polaruschakov,FALSE,5,Annelida
Polybostrichus,FALSE,1,Annelida
Polybrachia,FALSE,11,Annelida
Polycirrus,FALSE,77,Annelida
Polydorella,FALSE,6,Annelida
Polyeunoa,FALSE,2,Annelida
Polygordius,FALSE,15,Annelida
Polymastigos,FALSE,2,Annelida
Polymniella,FALSE,1,Annelida
Polynoe,FALSE,42,Annelida
Polynoella,FALSE,3,Annelida
Polynoina,FALSE,1,Annelida
Polyodontes,FALSE,16,Annelida
Polyophthalmus,FALSE,4,Annelida
Polyphysia,FALSE,4,Annelida
Pomatostegus,FALSE,3,Annelida
Pontobdella,FALSE,10,Annelida
Pontobdellina,FALSE,1,Annelida
Pontodora,FALSE,1,Annelida
Pontodrilus,FALSE,4,Annelida
Pontogenia,FALSE,18,Annelida
Potamethus,FALSE,11,Annelida
Potamilla,FALSE,16,Annelida
Potamothrix,FALSE,4,Annelida
Potaspina,FALSE,2,Annelida
Pottsipelogenia,FALSE,5,Annelida
Pottsiscalisetosus,FALSE,1,Annelida
Praxillella,FALSE,14,Annelida
Praxillura,FALSE,5,Annelida
Prionospio,FALSE,113,Annelida
Proceraea,FALSE,30,Annelida
Procerastea,FALSE,5,Annelida
Prochaetoparia,FALSE,2,Annelida
Proclea,FALSE,5,Annelida
Proclymene,FALSE,1,Annelida
Proeulepethus,FALSE,3,Annelida
Progoniada,FALSE,3,Annelida
Promastobranchus,FALSE,2,Annelida
Prometor,FALSE,4,Annelida
Proscalibregma,FALSE,1,Annelida
Proscoloplos,FALSE,1,Annelida
Prosphaerosyllis,FALSE,27,Annelida
Protis,FALSE,7,Annelida
Protoaricia,FALSE,3,Annelida
Protoariciella,FALSE,7,Annelida
Protobonellia,FALSE,6,Annelida
Protocirrineris,FALSE,7,Annelida
Protodiopatra,FALSE,1,Annelida
Protodorvillea,FALSE,9,Annelida
Protodriloides,FALSE,2,Annelida
Protodrilus,FALSE,19,Annelida
Protolaeospira,FALSE,12,Annelida
Protoleodora,FALSE,4,Annelida
Protomystides,FALSE,18,Annelida
Protomyszostomum,FALSE,1,Annelida
Protomyzostomum,FALSE,5,Annelida
Protula,FALSE,18,Annelida
Psamathe,FALSE,4,Annelida
Psammodrilus,FALSE,8,Annelida
Psammolyce,FALSE,5,Annelida
Psammoriedlia,FALSE,2,Annelida
Psammoryctides,FALSE,4,Annelida
Psammosyllis,FALSE,3,Annelida
Pseudalciopa,FALSE,1,Annelida
Pseudexogone,FALSE,5,Annelida
Pseudoaugeneriella,FALSE,3,Annelida
Pseudobonellia,FALSE,2,Annelida
Pseudobranchiomma,FALSE,17,Annelida
Pseudocapitella,FALSE,1,Annelida
Pseudochitinopoma,FALSE,5,Annelida
Pseudocirratulus,FALSE,1,Annelida
Pseudoclymene,FALSE,1,Annelida
Pseudodysponetus,FALSE,1,Annelida
Pseudofabricia,FALSE,1,Annelida
Pseudofabriciola,FALSE,12,Annelida
Pseudohalosydna,FALSE,1,Annelida
Pseudoikedella,FALSE,1,Annelida
Pseudoleiocapitella,FALSE,1,Annelida
Pseudomystides,FALSE,5,Annelida
Pseudonotomastus,FALSE,1,Annelida
Pseudophryotrocha,FALSE,3,Annelida
Pseudopista,FALSE,1,Annelida
Pseudopolydora,FALSE,16,Annelida
Pseudopolynoe,FALSE,1,Annelida
Pseudopotamilla,FALSE,19,Annelida
Pseudoproclea,FALSE,1,Annelida
Pseudoprotula,FALSE,1,Annelida
Pseudoscalibregma,FALSE,8,Annelida
Pseudospiridion,FALSE,1,Annelida
Pseudostreblosoma,FALSE,3,Annelida
Pseudosyllis,FALSE,2,Annelida
Pseudothelepus,FALSE,1,Annelida
Pseudovermilia,FALSE,10,Annelida
Pterobdella,FALSE,6,Annelida
Pterocirrus,FALSE,15,Annelida
Pulvinomyzostomum,FALSE,3,Annelida
Pusillotrocha,FALSE,1,Annelida
Pycnoderma,FALSE,3,Annelida
Pygophyllum,FALSE,1,Annelida
Pygospio,FALSE,3,Annelida
Pygospiopsis,FALSE,6,Annelida
Pyrgopolon,FALSE,3,Annelida
Questa,FALSE,10,Annelida
Raficiba,FALSE,1,Annelida
Ramex,FALSE,1,Annelida
Ramisyllis,FALSE,1,Annelida
Randidrilus,FALSE,3,Annelida
Randiella,FALSE,4,Annelida
Raphidrilus,FALSE,2,Annelida
Raricirrus,FALSE,4,Annelida
Rashgua,FALSE,3,Annelida
Reteterebella,FALSE,3,Annelida
Rhamphispio,FALSE,1,Annelida
Rhamphobrachium,FALSE,22,Annelida
Rhinothelepus,FALSE,5,Annelida
Rhizodrilus,FALSE,3,Annelida
Rhodine,FALSE,7,Annelida
Rhodopsis,FALSE,2,Annelida
Rhopalosyllis,FALSE,1,Annelida
Rhynchonereella,FALSE,12,Annelida
Richardsonobdella,FALSE,1,Annelida
Ridgeia,FALSE,1,Annelida
Riftia,FALSE,1,Annelida
Riseriopsis,FALSE,3,Annelida
Robertianella,FALSE,2,Annelida
Romanchella,FALSE,8,Annelida
Rossidrilus,FALSE,1,Annelida
Rubifabriciola,FALSE,1,Annelida
Rullieriella,FALSE,1,Annelida
Rullierinereis,FALSE,15,Annelida
Russellhanleya,FALSE,1,Annelida
Rytocephalus,FALSE,1,Annelida
Sabaco,FALSE,10,Annelida
Sabella,FALSE,75,Annelida
Sabellaria,FALSE,41,Annelida
Sabellomma,FALSE,4,Annelida
Sabellonga,FALSE,1,Annelida
Sabidius,FALSE,1,Annelida
Saccocirrus,FALSE,11,Annelida
Sagitella,FALSE,3,Annelida
Salmacina,FALSE,9,Annelida
Salvatoria,FALSE,23,Annelida
Samytha,FALSE,9,Annelida
Samythella,FALSE,7,Annelida
Samythopsis,FALSE,1,Annelida
Sangiria,FALSE,1,Annelida
Santelma,FALSE,1,Annelida
Sarsonuphis,FALSE,1,Annelida
Scalibregmella,FALSE,1,Annelida
Scalibregmides,FALSE,2,Annelida
Scalisetosus,FALSE,5,Annelida
Schistomeringos,FALSE,17,Annelida
Schizobranchia,FALSE,2,Annelida
Schroederella,FALSE,3,Annelida
Scionella,FALSE,2,Annelida
Scionides,FALSE,1,Annelida
Sclerobregma,FALSE,1,Annelida
Sclerocheilus,FALSE,4,Annelida
Sclerolinum,FALSE,7,Annelida
Scolaricia,FALSE,2,Annelida
Scolecolepides,FALSE,4,Annelida
Scolelepis,FALSE,82,Annelida
Scoletoma,FALSE,23,Annelida
Scoloplella,FALSE,1,Annelida
Scoloplosia,FALSE,1,Annelida
Scyphoproctus,FALSE,21,Annelida
Seepiophila,FALSE,1,Annelida
Semiodera,FALSE,4,Annelida
Semivermilia,FALSE,10,Annelida
Sergioneris,FALSE,1,Annelida
Serpula,FALSE,29,Annelida
Sheila,FALSE,1,Annelida
Shinkai,FALSE,5,Annelida
Showapolynoe,FALSE,2,Annelida
Showascalisetosus,FALSE,1,Annelida
Siboglinoides,FALSE,2,Annelida
Siboglinum,FALSE,69,Annelida
Sigalion,FALSE,28,Annelida
Sigambra,FALSE,24,Annelida
Sigatargis,FALSE,1,Annelida
Sige,FALSE,17,Annelida
Simplaria,FALSE,3,Annelida
Simplisetia,FALSE,10,Annelida
Sinohesione,FALSE,1,Annelida
Sinonereis,FALSE,1,Annelida
Siphonobrachia,FALSE,2,Annelida
Siphonostoma,FALSE,4,Annelida
Siphostoma,FALSE,1,Annelida
Sirsoe,FALSE,6,Annelida
Sluiterina,FALSE,5,Annelida
Smithsonidrilus,FALSE,26,Annelida
Solomononereis,FALSE,2,Annelida
Somalidrilus,FALSE,1,Annelida
Sonatsa,FALSE,1,Annelida
Sosane,FALSE,15,Annelida
Spathochaeta,FALSE,1,Annelida
Speleobregma,FALSE,1,Annelida
Speleonerilla,FALSE,4,Annelida
Spermosyllis,FALSE,2,Annelida
Sphaerephesia,FALSE,20,Annelida
Sphaerodoridium,FALSE,18,Annelida
Sphaerodoropsis,FALSE,52,Annelida
Sphaerodorum,FALSE,9,Annelida
Sphaerosyllis,FALSE,70,Annelida
Spinosphaera,FALSE,6,Annelida
Spinther,FALSE,12,Annelida
Spio,FALSE,37,Annelida
Spiogalea,FALSE,2,Annelida
Spiophanella,FALSE,1,Annelida
Spiraserpula,FALSE,18,Annelida
Spiridion,FALSE,2,Annelida
Spirobrachia,FALSE,4,Annelida
Spirodiscus,FALSE,2,Annelida
Spirographis,FALSE,4,Annelida
Spirorbis,FALSE,61,Annelida
Spirosperma,FALSE,1,Annelida
Spiroverma,FALSE,1,Annelida
Spriggina,FALSE,1,Annelida
Staurocephalites,FALSE,3,Annelida
Staurocephalus,FALSE,5,Annelida
Stauronereis,FALSE,1,Annelida
Steggoa,FALSE,9,Annelida
Steineridrilus,FALSE,1,Annelida
Stelechopus,FALSE,1,Annelida
Stenoninereis,FALSE,2,Annelida
Stephanosyllis,FALSE,1,Annelida
Stephensoniella,FALSE,3,Annelida
Sternaspis,FALSE,29,Annelida
Sthenelais,FALSE,41,Annelida
Sthenelanella,FALSE,6,Annelida
Sthenolepis,FALSE,14,Annelida
Stibarobdella,FALSE,5,Annelida
Streblosoma,FALSE,43,Annelida
Strepternos,FALSE,1,Annelida
Streptodonta,FALSE,3,Annelida
Streptospinigera,FALSE,4,Annelida
Streptosyllis,FALSE,16,Annelida
Struwela,FALSE,1,Annelida
Stschapovella,FALSE,1,Annelida
Stygocapitella,FALSE,3,Annelida
Stylarioides,FALSE,3,Annelida
Stylodrilus,FALSE,1,Annelida
Stylomma,FALSE,2,Annelida
Subadyte,FALSE,8,Annelida
Swima,FALSE,3,Annelida
Syllides,FALSE,21,Annelida
Syllidia,FALSE,3,Annelida
Synelmis,FALSE,18,Annelida
Synmerosyllis,FALSE,3,Annelida
Synsyllis,FALSE,1,Annelida
Tachytrypane,FALSE,1,Annelida
Tainokia,FALSE,2,Annelida
Tambalagamia,FALSE,3,Annelida
Tanseimaruana,FALSE,2,Annelida
Tanturia,FALSE,1,Annelida
Taylorpholoe,FALSE,1,Annelida
Tectidrilus,FALSE,12,Annelida
Telepsavus,FALSE,1,Annelida
Telliclio,FALSE,1,Annelida
Telodrieschia,FALSE,1,Annelida
Telolepidasthenia,FALSE,1,Annelida
Telothelepus,FALSE,1,Annelida
Tenonia,FALSE,2,Annelida
Terebella,FALSE,39,Annelida
Terebellobranchia,FALSE,4,Annelida
Terebellodibranchia,FALSE,1,Annelida
Terebrasabella,FALSE,3,Annelida
Tetrapalpia,FALSE,1,Annelida
Tetreres,FALSE,12,Annelida
Teuthidodrilus,FALSE,1,Annelida
Tevnia,FALSE,1,Annelida
Thalassema,FALSE,20,Annelida
Thalassochaetus,FALSE,2,Annelida
Thalassodrilides,FALSE,6,Annelida
Thalassodrilus,FALSE,4,Annelida
Tharyx,FALSE,21,Annelida
Thelepides,FALSE,3,Annelida
Thelepus,FALSE,56,Annelida
Thermiphione,FALSE,4,Annelida
Thermopolynoe,FALSE,1,Annelida
Therochaeta,FALSE,3,Annelida
Thoracophelia,FALSE,17,Annelida
Thormora,FALSE,9,Annelida
Thrausmatos,FALSE,2,Annelida
Thyasiridicola,FALSE,1,Annelida
Thysanoplea,FALSE,1,Annelida
Timarete,FALSE,14,Annelida
Tomopteris,FALSE,52,Annelida
Torbenwolffia,FALSE,1,Annelida
Torodrilus,FALSE,2,Annelida
Torrea,FALSE,2,Annelida
Tottonpolynoe,FALSE,1,Annelida
Trachelobdella,FALSE,8,Annelida
Trachelobdellina,FALSE,1,Annelida
Travisia,FALSE,35,Annelida
Travisiopsis,FALSE,7,Annelida
Treadwellius,FALSE,1,Annelida
Treadwellphysa,FALSE,8,Annelida
Treptopale,FALSE,4,Annelida
Trichobranchus,FALSE,16,Annelida
Trilobodrilus,FALSE,4,Annelida
Tripolydora,FALSE,1,Annelida
Trocheta,FALSE,1,Annelida
Trochochaeta,FALSE,12,Annelida
Trochonerilla,FALSE,1,Annelida
Troglochaetus,FALSE,1,Annelida
Trophonia,FALSE,1,Annelida
Trophoniella,FALSE,19,Annelida
Trulliobdella,FALSE,1,Annelida
Trypanedenta,FALSE,2,Annelida
Trypanobia,FALSE,3,Annelida
Trypanospina,FALSE,1,Annelida
Trypanosyllis,FALSE,46,Annelida
Tubifex,FALSE,3,Annelida
Turbocavus,FALSE,1,Annelida
Tyira,FALSE,1,Annelida
Tylonereis,FALSE,3,Annelida
Tylorrhynchus,FALSE,1,Annelida
Typhlonereis,FALSE,1,Annelida
Typhloscolex,FALSE,7,Annelida
Typosyllis,FALSE,59,Annelida
Unanereis,FALSE,2,Annelida
Uncinochaeta,FALSE,1,Annelida
Uncispio,FALSE,4,Annelida
Uncopherusa,FALSE,3,Annelida
Uncopolynoe,FALSE,1,Annelida
Uncorbinia,FALSE,1,Annelida
Undecimastus,FALSE,1,Annelida
Unibrachium,FALSE,2,Annelida
Uniporodrilus,FALSE,6,Annelida
Urechis,FALSE,4,Annelida
Uschakovius,FALSE,1,Annelida
Vampiropolynoe,FALSE,1,Annelida
Vanadis,FALSE,12,Annelida
Varanusia,FALSE,1,Annelida
Veneriserva,FALSE,1,Annelida
