"","i","cs_present","size","phylum"
"558","Aetapcus","FALSE","1","Chordata"
"559","Aetea","FALSE","17","Bryozoa"
"560","Aethaloperca","FALSE","1","Chordata"
"561","Aetheliparis","FALSE","1","Chordata"
"562","Aetheolineus","FALSE","1","Nemertea"
"563","Aetheorhynchus","FALSE","1","Nemertea"
"564","Aethia","FALSE","4","Chordata"
"565","Aethogebia","FALSE","1","Arthropoda"
"566","Aethon","FALSE","7","Arthropoda"
"567","Aethotaxis","FALSE","1","Chordata"
"568","Aethozooides","FALSE","1","Bryozoa"
"569","Aethozoon","FALSE","1","Bryozoa"
"570","Aethra","FALSE","4","Arthropoda"
"571","Aetideopsis","FALSE","13","Arthropoda"
"572","Aetideus","FALSE","11","Arthropoda"
"573","Aetiopedes","FALSE","1","Arthropoda"
"574","Aetobatus","TRUE","4","Chordata"
"575","Aetomylaeus","FALSE","7","Chordata"
"576","Aeverrillia","FALSE","3","Bryozoa"
"577","Afer","FALSE","7","Mollusca"
"578","Affecauda","FALSE","3","Platyhelminthes"
"579","Afghanistina","FALSE","2","Arthropoda"
"580","Aforia","FALSE","21","Mollusca"
"581","Africana","FALSE","1","Cnidaria"
"582","Africanella","FALSE","2","Mollusca"
"583","Africanema","FALSE","2","Nematoda"
"584","Africanemertes","FALSE","2","Nemertea"
"585","Africanthion","FALSE","1","Nematoda"
"586","Africoecetes","FALSE","1","Arthropoda"
"587","Africofusus","FALSE","5","Mollusca"
"588","Africolaria","FALSE","3","Mollusca"
"589","Africorchestia","FALSE","6","Arthropoda"
"590","Africotriton","FALSE","7","Mollusca"
"591","Afrignathia","FALSE","1","Arthropoda"
"592","Afriscrobs","FALSE","7","Mollusca"
"593","Afritrophon","FALSE","4","Mollusca"
"594","Afrivoluta","FALSE","1","Mollusca"
"595","Afrocardium","FALSE","3","Mollusca"
"596","Afrocerceis","FALSE","1","Arthropoda"
"597","Afrocominella","FALSE","2","Mollusca"
"598","Afrocucumis","FALSE","3","Echinodermata"
"599","Afrocyclopina","FALSE","1","Arthropoda"
"600","Afrogitanopsis","FALSE","1","Arthropoda"
"601","Afrolaophonte","FALSE","13","Arthropoda"
"602","Afroleptastacus","FALSE","2","Arthropoda"
"603","Afrolittorina","FALSE","4","Mollusca"
"604","Afrololigo","FALSE","1","Mollusca"
"605","Afrolucina","FALSE","2","Mollusca"
"606","Afromysis","FALSE","7","Arthropoda"
"607","Afronerilla","FALSE","1","Annelida"
"608","Afronta","FALSE","2","Xenacoelomorpha"
"609","Afrophaxas","FALSE","1","Mollusca"
"610","Afrophila","FALSE","1","Arthropoda"
"611","Afrophysema","FALSE","3","Mollusca"
"612","Afropinnotheres","FALSE","6","Arthropoda"
"613","Afrosenia","FALSE","1","Arthropoda"
"614","Afroturbonilla","FALSE","3","Mollusca"
"615","Afruca","FALSE","1","Arthropoda"
"616","Afsharius","FALSE","5","Mollusca"
"617","Afurcagobius","FALSE","1","Chordata"
"618","Agabus","FALSE","1","Arthropoda"
"619","Agagus","FALSE","2","Mollusca"
"620","Agalma","FALSE","3","Cnidaria"
"621","Agaricia","FALSE","7","Cnidaria"
"622","Agaricochirus","FALSE","8","Arthropoda"
"623","Agaricoides","FALSE","2","Cnidaria"
"624","Agarna","FALSE","4","Arthropoda"
"625","Agaronia","FALSE","21","Mollusca"
"626","Agassizia","FALSE","2","Echinodermata"
"627","Agatha","FALSE","11","Mollusca"
"628","Agathotanais","FALSE","11","Arthropoda"
"629","Agathotoma","FALSE","26","Mollusca"
"630","Agatrix","FALSE","3","Mollusca"
"631","Agaue","FALSE","45","Arthropoda"
"632","Agauides","FALSE","2","Arthropoda"
"633","Agauopsis","FALSE","89","Arthropoda"
"634","Ageitomaia","FALSE","1","Arthropoda"
"635","Agelas","FALSE","40","Porifera"
"636","Agetus","FALSE","3","Arthropoda"
"637","Agglutinaria","FALSE","1","Cnidaria"
"638","Agladrillia","FALSE","15","Mollusca"
"639","Aglaia","FALSE","1","Arthropoda"
"640","Aglaiella","FALSE","7","Arthropoda"
"641","Aglaiocypris","FALSE","11","Arthropoda"
"642","Aglaja","FALSE","7","Mollusca"
"643","Aglantha","FALSE","4","Cnidaria"
"644","Aglaogastes","FALSE","1","Arthropoda"
"645","Aglaometra","FALSE","1","Echinodermata"
"646","Aglaophamus","FALSE","52","Annelida"
"647","Aglaophenia","TRUE","76","Cnidaria"
"648","Aglaophenopsis","FALSE","7","Cnidaria"
"649","Aglaoprimnoa","FALSE","1","Cnidaria"
"650","Aglaura","FALSE","1","Cnidaria"
"651","Aglauropsis","FALSE","6","Cnidaria"
"652","Agnathiella","FALSE","2","Gnathostomulida"
"653","Agnewia","FALSE","2","Mollusca"
"654","Agnezia","FALSE","13","Chordata"
"655","Agolambrus","FALSE","1","Arthropoda"
"656","Agonomalus","FALSE","3","Chordata"
"657","Agononida","FALSE","41","Arthropoda"
"658","Agonopsis","FALSE","4","Chordata"
"659","Agonostomus","TRUE","1","Chordata"
"660","Agonus","FALSE","1","Chordata"
"661","Agostocaris","FALSE","3","Arthropoda"
"662","Agostodina","FALSE","2","Arthropoda"
"663","Agraptocorixa","FALSE","2","Arthropoda"
"664","Agrenocythere","FALSE","11","Arthropoda"
"665","Agriopoma","FALSE","5","Mollusca"
"666","Agrostichthys","FALSE","1","Chordata"
"667","Aguilaria","FALSE","1","Mollusca"
"668","Agularcturus","FALSE","1","Arthropoda"
"669","Agulhasia","FALSE","2","Brachiopoda"
"670","Ahamulina","FALSE","1","Platyhelminthes"
"671","Ahlia","FALSE","1","Chordata"
"672","Ahliesaurus","FALSE","2","Chordata"
"673","Ahoekia","FALSE","3","Arthropoda"
"674","Ahpua","FALSE","1","Platyhelminthes"
"675","Aiakas","FALSE","2","Chordata"
"676","Aidablennius","FALSE","1","Chordata"
"677","Aidamochelia","FALSE","1","Arthropoda"
"678","Aidanosagitta","FALSE","16","Chaetognatha"
"679","Aidemofusus","FALSE","1","Mollusca"
"680","Aigondiceps","FALSE","4","Arthropoda"
"681","Ailinzebina","FALSE","7","Mollusca"
"682","Ailsastra","FALSE","6","Echinodermata"
"683","Aimulosia","FALSE","8","Bryozoa"
"684","Ainigmaptilon","FALSE","5","Cnidaria"
"685","Ainudrilus","FALSE","9","Annelida"
"686","Aioliops","FALSE","4","Chordata"
"687","Aiolochroia","FALSE","3","Porifera"
"688","Aiptasia","FALSE","4","Cnidaria"
"689","Aiptasiodes","FALSE","1","Cnidaria"
"690","Aiptasiogeton","FALSE","3","Cnidaria"
"691","Aiptasiomorpha","FALSE","4","Cnidaria"
"692","Aipysurus","TRUE","8","Chordata"
"693","Aiteng","FALSE","2","Mollusca"
"694","Aix","FALSE","1","Chordata"
"695","Aka","FALSE","1","Porifera"
"696","Akamptostoma","FALSE","1","Platyhelminthes"
"697","Akanthepsilonema","FALSE","3","Nematoda"
"698","Akanthinotanais","FALSE","11","Arthropoda"
"699","Akanthoparapseudes","FALSE","1","Arthropoda"
"700","Akanthophoreus","FALSE","4","Arthropoda"
"701","Akardita","FALSE","1","Mollusca"
"702","Akarotaxis","FALSE","1","Chordata"
"703","Akatopora","FALSE","3","Bryozoa"
"704","Akelbaster","FALSE","1","Echinodermata"
"705","Akera","FALSE","5","Mollusca"
"706","Akessonia","FALSE","1","Arthropoda"
"707","Akibumia","FALSE","2","Mollusca"
"708","Akiodoris","FALSE","2","Mollusca"
"709","Akko","TRUE","3","Chordata"
"710","Akoya","FALSE","2","Mollusca"
"711","Akritogyra","FALSE","4","Mollusca"
"712","Aktedrilus","FALSE","30","Annelida"
"713","Ala","FALSE","1","Arthropoda"
"714","Alaba","FALSE","29","Mollusca"
"715","Alabes","FALSE","11","Chordata"
"716","Alabina","FALSE","11","Mollusca"
"717","Alachosquilla","FALSE","3","Arthropoda"
"718","Alacia","FALSE","4","Arthropoda"
"719","Alacuppa","FALSE","1","Mollusca"
"720","Alaerato","FALSE","15","Mollusca"
"721","Alaginella","FALSE","19","Mollusca"
"722","Alaimella","FALSE","3","Nematoda"
"723","Alain","FALSE","2","Arthropoda"
"724","Alainius","FALSE","1","Arthropoda"
"725","Alainodaeus","FALSE","5","Arthropoda"
"726","Alainodromia","FALSE","1","Arthropoda"
"727","Alainopaguroides","FALSE","4","Arthropoda"
"728","Alainopagurus","FALSE","1","Arthropoda"
"729","Alainopasiphaea","FALSE","2","Arthropoda"
"730","Alainosquilla","FALSE","1","Arthropoda"
"731","Alainotheres","FALSE","1","Arthropoda"
"732","Alainthesius","FALSE","2","Arthropoda"
"733","Alamprops","FALSE","19","Arthropoda"
"734","Alania","FALSE","3","Arthropoda"
"735","Alanlewisia","FALSE","1","Arthropoda"
"736","Alaona","FALSE","3","Mollusca"
"737","Alaonemertes","FALSE","1","Nemertea"
"738","Alarconia","FALSE","2","Arthropoda"
"739","Alaskagorgia","FALSE","2","Cnidaria"
"740","Alaskaplana","FALSE","1","Platyhelminthes"
"741","Alaskozetes","FALSE","2","Arthropoda"
"742","Alataconcha","FALSE","1","Arthropoda"
"743","Alatahermanites","FALSE","2","Arthropoda"
"744","Alatajassa","FALSE","2","Arthropoda"
"745","Alataspora","FALSE","14","Cnidaria"
"746","Alatina","FALSE","8","Cnidaria"
"747","Alatotrochus","FALSE","2","Cnidaria"
"748","Alaurina","FALSE","5","Platyhelminthes"
"749","Alaxinus","FALSE","1","Nemertea"
"750","Alaysia","FALSE","1","Annelida"
"751","Albanemertes","FALSE","1","Nemertea"
"752","Albanidrilus","FALSE","6","Annelida"
"753","Albanthura","FALSE","2","Arthropoda"
"754","Albatrossia","FALSE","1","Chordata"
"755","Albertia","FALSE","2","Rotifera"
"756","Albileberis","FALSE","2","Arthropoda"
"757","Albimanus","FALSE","1","Mollusca"
"758","Albula","TRUE","11","Chordata"
"759","Albulatrema","FALSE","1","Platyhelminthes"
"760","Albunea","FALSE","20","Arthropoda"
"761","Albunione","FALSE","3","Arthropoda"
"762","Alca","FALSE","1","Chordata"
"763","Alcataenia","FALSE","11","Platyhelminthes"
"764","Alcha","FALSE","1","Platyhelminthes"
"765","Alchoides","FALSE","2","Platyhelminthes"
"766","Alcichthys","FALSE","2","Chordata"
"767","Alcicornis","FALSE","13","Platyhelminthes"
"768","Alcinoe","FALSE","2","Ctenophora"
"769","Alciopa","FALSE","4","Annelida"
"770","Alciopina","FALSE","2","Annelida"
"771","Alcira","FALSE","1","Mollusca"
"772","Alcirona","FALSE","6","Arthropoda"
"773","Alcithoe","TRUE","17","Mollusca"
"774","Alcockia","FALSE","1","Chordata"
"775","Alcockianum","FALSE","2","Arthropoda"
"776","Alcockpenaeopsis","FALSE","1","Arthropoda"
"777","Alcomaja","FALSE","7","Arthropoda"
"778","Alcyna","FALSE","7","Mollusca"
"779","Alcyonidioides","FALSE","1","Bryozoa"
"780","Alcyonidium","TRUE","73","Bryozoa"
"781","Alcyonium","TRUE","59","Cnidaria"
"782","Alcyonomolgus","FALSE","8","Arthropoda"
"783","Alcyonosyllis","FALSE","8","Annelida"
"784","Alderella","FALSE","1","Mollusca"
"785","Alderia","TRUE","3","Mollusca"
"786","Alderina","FALSE","10","Bryozoa"
"787","Alderiopsis","FALSE","2","Mollusca"
"788","Aldersladia","FALSE","1","Cnidaria"
"789","Aldersladum","FALSE","2","Cnidaria"
"790","Aldisa","FALSE","21","Mollusca"
"791","Aldrichetta","FALSE","1","Chordata"
"792","Aldrovandia","FALSE","6","Chordata"
"793","Aldrovandiopanope","FALSE","1","Arthropoda"
"794","Alebion","FALSE","9","Arthropoda"
"795","Alectis","FALSE","3","Chordata"
"796","Alectona","FALSE","10","Porifera"
"797","Alectrias","FALSE","6","Chordata"
"798","Alectridium","FALSE","1","Chordata"
"799","Alectryonella","FALSE","1","Mollusca"
"800","Alella","FALSE","2","Arthropoda"
"801","Alentia","FALSE","1","Annelida"
"802","Alentiana","FALSE","1","Annelida"
"803","Aleochara","FALSE","16","Arthropoda"
"804","Alepas","FALSE","5","Arthropoda"
"805","Alepes","FALSE","5","Chordata"
"806","Alepisaurus","FALSE","2","Chordata"
"807","Alepocephalus","FALSE","20","Chordata"
"808","Alertichthys","FALSE","1","Chordata"
"809","Alertigorgia","FALSE","3","Cnidaria"
"810","Aleutiaster","FALSE","1","Echinodermata"
"811","Aleutihenricia","FALSE","4","Echinodermata"
"812","Alexandercestus","FALSE","3","Platyhelminthes"
"813","Alexandrella","FALSE","13","Arthropoda"
"814","Alexandromenia","FALSE","12","Mollusca"
"815","Alexandronemertes","FALSE","2","Nemertea"
"816","Alexania","FALSE","5","Mollusca"
"817","Alexlutheria","FALSE","2","Platyhelminthes"
"818","Alfredalcockia","FALSE","1","Arthropoda"
"819","Algarvia","FALSE","1","Mollusca"
"820","Algensiella","FALSE","2","Arthropoda"
"821","Algoanema","FALSE","1","Nematoda"
"822","Algonemertes","FALSE","1","Nemertea"
"823","Algophagus","FALSE","1","Arthropoda"
"824","Alia","FALSE","3","Mollusca"
"825","Aliaporcellana","FALSE","6","Arthropoda"
"826","Aliascaris","FALSE","1","Nematoda"
"827","Alibagascaris","FALSE","1","Nematoda"
"828","Aliceia","FALSE","3","Mollusca"
"829","Alicella","FALSE","1","Arthropoda"
"830","Alicia","FALSE","6","Cnidaria"
"831","Aliculastrum","FALSE","8","Mollusca"
"832","Alienacanthomysis","FALSE","1","Arthropoda"
"833","Alienaxiopsis","FALSE","1","Arthropoda"
"834","Alienigena","FALSE","1","Arthropoda"
"835","Aligena","FALSE","3","Mollusca"
"836","Alikuhnia","FALSE","4","Annelida"
"837","Alima","FALSE","6","Arthropoda"
"838","Alimopsis","FALSE","1","Arthropoda"
"839","Alimopsoides","FALSE","1","Arthropoda"
"840","Alionematichthys","FALSE","11","Chordata"
"841","Alipta","FALSE","1","Mollusca"
"842","Aliptina","FALSE","1","Mollusca"
"843","Alisimitra","FALSE","6","Mollusca"
"844","Alismobates","FALSE","3","Arthropoda"
"845","Alisometra","FALSE","2","Echinodermata"
"846","Alitta","TRUE","8","Annelida"
"847","Alkmaria","FALSE","1","Annelida"
"848","Allactaea","FALSE","1","Arthropoda"
"849","Allantactis","FALSE","1","Cnidaria"
"850","Allantocallopora","FALSE","1","Bryozoa"
"851","Allantogynus","FALSE","1","Arthropoda"
"852","Allantopora","FALSE","2","Bryozoa"
"853","Allapasus","FALSE","2","Hemichordata"
"854","Allathelges","FALSE","2","Arthropoda"
"855","Allaxiopsis","FALSE","2","Arthropoda"
"856","Allaxius","FALSE","4","Arthropoda"
"857","Alle","FALSE","1","Chordata"
"858","Allenbatrachus","FALSE","3","Chordata"
"859","Allencotyla","FALSE","2","Platyhelminthes"
"860","Allenichthys","FALSE","1","Chordata"
"861","Allerescha","FALSE","1","Bryozoa"
"862","Alleurythoe","FALSE","1","Annelida"
"863","Allia","FALSE","1","Annelida"
"864","Allips","FALSE","1","Chordata"
"865","Allmaniella","FALSE","2","Annelida"
"866","Allobacciger","FALSE","3","Platyhelminthes"
"867","Allobenedenia","FALSE","9","Platyhelminthes"
"868","Alloblennius","FALSE","5","Chordata"
"869","Allobopyrus","FALSE","1","Arthropoda"
"870","Allocareproctus","FALSE","5","Chordata"
"871","Allochroa","FALSE","5","Mollusca"
"872","Alloclinus","FALSE","1","Chordata"
"873","Allocotylophora","FALSE","1","Platyhelminthes"
"874","Allocyclopina","FALSE","4","Arthropoda"
"875","Allocyttus","FALSE","4","Chordata"
"876","Allodaposia","FALSE","1","Arthropoda"
"877","Allodardanus","FALSE","3","Arthropoda"
"878","Allodiastylis","FALSE","6","Arthropoda"
"879","Allodiclidophora","FALSE","2","Platyhelminthes"
"880","Allodidymocodium","FALSE","2","Platyhelminthes"
"881","Allodiplophryxus","FALSE","1","Arthropoda"
"882","Allodiscocotyla","FALSE","5","Platyhelminthes"
"883","Alloencotyllabe","FALSE","1","Platyhelminthes"
"884","Alloeocarpa","FALSE","9","Chordata"
"885","Alloeocomatella","FALSE","2","Echinodermata"
"886","Alloeoleucon","FALSE","1","Arthropoda"
"887","Alloeopagurodes","FALSE","1","Arthropoda"
"888","Alloeostyliphora","FALSE","1","Platyhelminthes"
"889","Allofellodistomum","FALSE","1","Platyhelminthes"
"890","Allogalathea","TRUE","4","Arthropoda"
"891","Allogastrocotyle","FALSE","1","Platyhelminthes"
"892","Allogaussia","FALSE","4","Arthropoda"
"893","Allogenus","FALSE","2","Platyhelminthes"
"894","Allograea","FALSE","1","Arthropoda"
"895","Allogramma","FALSE","3","Mollusca"
"896","Alloheterophyes","FALSE","3","Platyhelminthes"
"897","Alloiodoris","FALSE","3","Mollusca"
"898","Alloiopodus","FALSE","1","Arthropoda"
"899","Allokepon","FALSE","5","Arthropoda"
"900","Allolasiotocus","FALSE","2","Platyhelminthes"
"901","Allolepidapedon","FALSE","2","Platyhelminthes"
"902","Alloleptochelia","FALSE","9","Arthropoda"
"903","Allomegalocotyla","FALSE","2","Platyhelminthes"
"904","Allomelita","FALSE","1","Arthropoda"
"905","Allometabenedeniella","FALSE","2","Platyhelminthes"
"906","Allometadena","FALSE","1","Platyhelminthes"
"907","Allometanematobothrioides","FALSE","1","Platyhelminthes"
"908","Allomicrocotyla","FALSE","2","Platyhelminthes"
"909","Allomicrodesmus","FALSE","1","Chordata"
"910","Allomicrophalloides","FALSE","2","Platyhelminthes"
"911","Allomonaxine","FALSE","2","Platyhelminthes"
"912","Allomonorchis","FALSE","1","Platyhelminthes"
"913","Allomunida","FALSE","1","Arthropoda"
"914","Allomycterus","FALSE","1","Chordata"
"915","Allonautilus","FALSE","1","Mollusca"
"916","Allonematobothrioides","FALSE","3","Platyhelminthes"
"917","Allonematobothrium","FALSE","6","Platyhelminthes"
"918","Allonothrus","FALSE","1","Arthropoda"
"919","Allopathes","FALSE","3","Cnidaria"
"920","Allopatides","FALSE","2","Echinodermata"
"921","Allopauropus","FALSE","4","Arthropoda"
"922","Allopetrolisthes","FALSE","3","Arthropoda"
"923","Allophryxus","FALSE","1","Arthropoda"
"924","Allopodion","FALSE","2","Arthropoda"
"925","Allopodocotyle","FALSE","19","Platyhelminthes"
"926","Allopontonia","FALSE","2","Arthropoda"
"927","Alloproctotrema","FALSE","1","Platyhelminthes"
"928","Allopseudaxine","FALSE","3","Platyhelminthes"
"929","Allopseudaxinoides","FALSE","2","Platyhelminthes"
"930","Allopseudocolocyntotrema","FALSE","2","Platyhelminthes"
"931","Allopseudodiclidophora","FALSE","1","Platyhelminthes"
"932","Allopseudopisthogyne","FALSE","1","Platyhelminthes"
"933","Allopyge","FALSE","1","Platyhelminthes"
"934","Allopyragraphorus","FALSE","6","Platyhelminthes"
"935","Allorathkea","FALSE","2","Cnidaria"
"936","Allorbimorphus","FALSE","5","Arthropoda"
"937","Allorchestes","FALSE","10","Arthropoda"
"938","Allorostrata","FALSE","2","Arthropoda"
"939","Alloscleria","FALSE","1","Porifera"
"940","Allosergestes","FALSE","8","Arthropoda"
"941","Allosmerus","FALSE","1","Chordata"
"942","Allosquilla","FALSE","2","Arthropoda"
"943","Allosteringophorus","FALSE","1","Platyhelminthes"
"944","Allostichaster","FALSE","8","Echinodermata"
"945","Allostoma","FALSE","9","Platyhelminthes"
"946","Allostomachicola","FALSE","5","Platyhelminthes"
"947","Allotagia","FALSE","1","Platyhelminthes"
"948","Allotanais","FALSE","1","Arthropoda"
"949","Allotetraonchoides","FALSE","1","Platyhelminthes"
"950","Alloteuthis","FALSE","3","Mollusca"
"951","Allotherenia","FALSE","1","Bryozoa"
"952","Allothunnus","FALSE","1","Chordata"
"953","Allothyone","FALSE","6","Echinodermata"
"954","Allotrifur","FALSE","1","Arthropoda"
"955","Alluna","FALSE","1","Xenacoelomorpha"
"956","Alluroteuthis","FALSE","1","Mollusca"
"957","Almyracuma","FALSE","2","Arthropoda"
"958","Alocopocythere","FALSE","3","Arthropoda"
"959","Alocospira","FALSE","1","Mollusca"
"960","Alofia","FALSE","4","Arthropoda"
"961","Aloiloi","FALSE","1","Arthropoda"
"962","Alomasoma","FALSE","4","Annelida"
"963","Alona","FALSE","1","Arthropoda"
"964","Alope","FALSE","2","Arthropoda"
"965","Alopias","FALSE","3","Chordata"
"966","Alopochen","FALSE","1","Chordata"
"967","Alora","FALSE","6","Mollusca"
"968","Alosa","FALSE","13","Chordata"
"969","Alox","FALSE","14","Arthropoda"
"970","Alphaleberis","FALSE","1","Arthropoda"
"971","Alphasarsiella","FALSE","2","Arthropoda"
"972","Alpheopsis","FALSE","26","Arthropoda"
"973","Alphestes","FALSE","3","Chordata"
"974","Alpheus","TRUE","318","Arthropoda"
"975","Alpioniscus","FALSE","1","Arthropoda"
"976","Alrhabdus","FALSE","1","Arthropoda"
"977","Altelatipes","FALSE","3","Arthropoda"
"978","Altenaeum","FALSE","5","Mollusca"
"979","Alteratrachyleberis","FALSE","2","Arthropoda"
"980","Alternatipathes","FALSE","2","Cnidaria"
"981","Alternochelata","FALSE","4","Arthropoda"
"982","Alteutha","FALSE","23","Arthropoda"
"983","Alteuthella","FALSE","3","Arthropoda"
"984","Alteuthellopsis","FALSE","2","Arthropoda"
"985","Alteuthoides","FALSE","2","Arthropoda"
"986","Althoffia","FALSE","1","Chordata"
"987","Alticuma","FALSE","4","Arthropoda"
"988","Alticus","FALSE","10","Chordata"
"989","Altispecula","FALSE","1","Mollusca"
"990","Altivasum","FALSE","4","Mollusca"
"991","Altiverruca","FALSE","26","Arthropoda"
"992","Altopontonia","FALSE","1","Arthropoda"
"993","Altosquilla","FALSE","1","Arthropoda"
"994","Altrichthys","FALSE","3","Chordata"
"995","Altrix","FALSE","1","Mollusca"
"996","Altumia","FALSE","1","Cnidaria"
"997","Alucinoma","FALSE","2","Mollusca"
"998","Aluterus","FALSE","5","Chordata"
"999","Alvania","FALSE","261","Mollusca"
"1000","Alveinus","FALSE","2","Mollusca"
"1001","Alveobothrium","FALSE","2","Platyhelminthes"
"1002","Alveopora","FALSE","15","Cnidaria"
"1003","Alveospongia","FALSE","1","Porifera"
"1004","Alvinactis","FALSE","2","Cnidaria"
"1005","Alvinella","FALSE","2","Annelida"
"1006","Alvinia","FALSE","1","Mollusca"
"1007","Alviniconcha","TRUE","6","Mollusca"
"1008","Alvinocaridinides","FALSE","2","Arthropoda"
"1009","Alvinocaris","FALSE","17","Arthropoda"
"1010","Alyonushka","FALSE","3","Bryozoa"
"1011","Alysidium","FALSE","1","Bryozoa"
